score,accuracy,average_response_time,questions_attempted,performance_category
60.0,30.0,20.02,20,Average Performer
320.0,71.96,14.49,40,High Performer
58.0,41.35,24.59,14,Low Performer
332.0,75.51,6.99,39,High Performer
161.0,41.31,25.88,39,Average Performer
177.0,49.18,20.61,36,Average Performer
20.0,9.0,26.41,22,Low Performer
112.0,38.47,13.36,29,Average Performer
346.0,95.99,12.59,32,High Performer
234.0,88.71,10.69,21,High Performer
80.0,30.8,29.13,26,Low Performer
21.0,19.46,26.14,11,Low Performer
51.0,34.23,16.14,15,Average Performer
345.0,97.78,13.07,34,High Performer
100.0,45.28,17.11,22,Average Performer
450.0,90.93,12.76,45,High Performer
68.0,37.53,17.79,18,Average Performer
300.0,75.0,19.75,40,Average Performer
296.0,72.78,5.0,30,High Performer
336.0,70.93,15.69,42,High Performer
33.0,22.29,22.15,15,Low Performer
306.0,83.89,11.87,30,High Performer
72.0,44.9,17.36,16,Average Performer
103.0,49.24,24.1,21,Average Performer
53.0,29.27,22.0,18,Low Performer
139.0,60.56,10.0,23,Average Performer
284.0,72.79,15.67,39,Average Performer
186.0,56.22,17.77,33,Average Performer
105.0,50.13,25.84,21,Average Performer
284.0,86.28,16.29,24,High Performer
328.0,65.87,5.0,44,High Performer
365.0,77.69,14.01,41,High Performer
491.0,97.56,14.14,44,High Performer
146.0,45.7,21.06,32,Average Performer
424.0,79.23,15.32,47,High Performer
19.0,32.31,28.71,6,Low Performer
421.0,90.14,12.57,39,High Performer
83.0,43.73,17.89,19,Average Performer
31.0,20.52,17.81,15,Low Performer
281.0,90.14,19.6,23,High Performer
142.0,75.0,14.1,19,Average Performer
361.0,79.46,16.22,40,High Performer
169.0,64.99,30.0,26,Average Performer
177.0,67.93,23.83,26,Average Performer
118.0,36.85,15.32,32,Average Performer
364.0,65.81,10.83,48,High Performer
32.0,26.8,22.62,12,Low Performer
27.0,13.29,30.0,20,Low Performer
229.0,55.93,21.34,41,Average Performer
146.0,52.25,28.97,28,Average Performer
147.0,47.31,15.34,31,Average Performer
297.0,69.09,20.86,43,Average Performer
502.0,96.68,9.37,47,High Performer
291.0,92.35,10.43,30,High Performer
236.0,71.51,10.92,33,Average Performer
94.0,52.04,24.9,18,Average Performer
180.0,50.1,19.15,36,Average Performer
23.0,33.41,23.0,7,Low Performer
122.0,30.58,19.85,40,Average Performer
244.0,74.88,10.58,31,High Performer
45.0,44.59,30.0,10,Low Performer
480.0,91.82,5.0,45,High Performer
11.0,7.46,17.47,15,Low Performer
36.0,15.58,22.96,23,Low Performer
255.0,72.9,15.81,32,High Performer
458.0,91.86,10.86,48,High Performer
0.0,0.0,26.0,22,Low Performer
443.0,89.04,8.19,45,High Performer
118.0,62.27,17.02,19,Average Performer
319.0,68.93,11.68,41,High Performer
151.0,55.77,21.1,27,Average Performer
180.0,59.93,17.19,30,Average Performer
331.0,90.13,12.34,32,High Performer
212.0,64.25,20.06,33,Average Performer
126.0,50.39,17.95,25,Average Performer
146.0,69.41,17.41,21,Average Performer
88.0,55.16,12.48,16,Average Performer
145.0,55.79,17.74,26,Average Performer
206.0,60.46,10.0,34,Average Performer
162.0,60.16,10.0,27,Average Performer
240.0,58.46,14.91,41,Average Performer
80.0,47.13,17.06,17,Average Performer
64.0,30.65,19.95,21,Low Performer
160.0,72.86,17.66,22,Average Performer
430.0,83.62,9.8,47,High Performer
87.0,30.99,19.09,28,Average Performer
61.0,43.45,30.0,14,Low Performer
102.0,60.06,20.0,17,Average Performer
393.0,79.98,10.52,45,High Performer
95.0,47.71,30.0,20,Low Performer
111.0,69.6,14.4,16,Average Performer
95.0,50.0,17.65,19,Low Performer
351.0,100.0,17.1,29,High Performer
114.0,30.0,16.93,38,Average Performer
397.0,80.22,13.2,41,High Performer
70.0,33.46,19.6,21,Average Performer
169.0,60.29,14.54,28,Average Performer
78.0,30.0,19.17,26,Average Performer
79.0,33.1,30.0,24,Low Performer
258.0,62.91,22.59,41,Average Performer
159.0,42.97,22.69,37,Average Performer
146.0,44.13,26.85,33,Average Performer
459.0,91.51,15.39,41,High Performer
267.0,84.26,14.67,29,High Performer
384.0,94.28,19.39,39,High Performer
183.0,65.21,22.49,28,Average Performer
164.0,54.82,15.88,30,Average Performer
173.0,50.74,20.37,34,Average Performer
125.0,50.0,22.5,25,Low Performer
181.0,51.64,10.63,35,Average Performer
72.0,30.0,24.36,24,Average Performer
48.0,30.0,19.17,16,Average Performer
381.0,89.13,11.91,37,High Performer
19.0,38.13,23.83,5,Low Performer
8.0,8.58,19.83,9,Low Performer
21.0,11.0,28.82,19,Low Performer
519.0,96.91,7.33,48,High Performer
153.0,47.95,16.93,32,Average Performer
250.0,85.1,12.78,22,High Performer
464.0,100.0,6.98,42,High Performer
113.0,38.9,14.64,29,Average Performer
332.0,87.39,11.19,35,High Performer
514.0,96.79,11.65,49,High Performer
509.0,100.0,5.0,45,High Performer
360.0,75.67,8.45,38,High Performer
56.0,40.33,21.4,14,Low Performer
66.0,32.8,21.96,20,Low Performer
171.0,65.67,23.46,26,Average Performer
256.0,78.11,10.98,23,High Performer
21.0,10.04,19.26,21,Low Performer
164.0,52.87,13.13,31,Average Performer
16.0,10.98,29.05,15,Low Performer
14.0,11.48,29.34,12,Low Performer
172.0,75.0,26.25,23,Average Performer
133.0,47.43,21.15,28,Average Performer
206.0,57.17,27.64,36,Average Performer
434.0,84.44,14.49,44,High Performer
13.0,25.15,29.08,5,Low Performer
278.0,75.0,20.06,37,Average Performer
138.0,39.51,16.63,35,Average Performer
93.0,51.49,20.14,18,Average Performer
247.0,68.72,19.2,35,High Performer
71.0,37.17,23.89,19,Low Performer
185.0,54.47,15.72,34,Average Performer
427.0,86.83,11.16,44,High Performer
135.0,46.69,21.14,29,Average Performer
92.0,33.92,21.22,27,Average Performer
97.0,35.88,15.54,27,Average Performer
13.0,14.31,21.8,9,Low Performer
211.0,77.82,15.88,24,High Performer
196.0,72.76,14.5,27,Average Performer
136.0,43.75,20.95,31,Average Performer
21.0,9.63,29.36,22,Low Performer
134.0,44.54,18.57,30,Average Performer
297.0,78.74,5.66,29,High Performer
269.0,85.72,13.31,23,High Performer
455.0,92.51,7.04,43,High Performer
19.0,18.79,29.7,10,Low Performer
35.0,35.27,19.74,10,Low Performer
144.0,53.17,10.1,27,Average Performer
259.0,100.0,16.89,22,High Performer
255.0,75.0,20.79,34,Average Performer
51.0,36.77,30.0,14,Low Performer
42.0,38.45,30.0,11,Low Performer
447.0,85.82,11.87,46,High Performer
90.0,39.31,12.11,23,Average Performer
269.0,87.08,15.92,26,High Performer
465.0,87.72,12.34,48,High Performer
83.0,43.5,25.75,19,Low Performer
140.0,60.78,18.66,23,Average Performer
52.0,27.36,24.25,19,Low Performer
90.0,33.35,17.82,27,Average Performer
60.0,35.48,10.0,17,Average Performer
117.0,52.99,14.46,22,Average Performer
45.0,50.0,23.2,9,Low Performer
163.0,38.8,17.19,42,Average Performer
159.0,63.74,21.56,25,Average Performer
394.0,98.28,9.86,36,High Performer
55.0,26.42,30.0,21,Low Performer
11.0,15.42,27.56,7,Low Performer
346.0,79.82,12.25,37,High Performer
258.0,91.59,7.53,25,High Performer
187.0,43.46,10.0,43,Average Performer
366.0,99.66,16.88,34,High Performer
181.0,51.79,13.3,35,Average Performer
61.0,30.27,14.73,20,Average Performer
74.0,29.49,23.77,25,Low Performer
120.0,75.0,15.14,16,Average Performer
240.0,58.62,19.91,41,Average Performer
238.0,61.1,15.89,39,Average Performer
271.0,78.47,6.48,29,High Performer
57.0,30.0,23.43,19,Average Performer
212.0,48.15,22.14,44,Average Performer
27.0,17.91,21.11,15,Low Performer
101.0,44.08,30.0,23,Low Performer
371.0,94.16,16.8,34,High Performer
33.0,30.45,30.0,11,Low Performer
118.0,37.96,14.97,31,Average Performer
495.0,90.84,11.08,46,High Performer
53.0,24.18,18.5,22,Low Performer
126.0,52.39,14.12,24,Average Performer
22.0,13.61,21.03,16,Low Performer
230.0,54.67,16.03,42,Average Performer
15.0,24.87,20.98,6,Low Performer
264.0,92.55,11.22,29,High Performer
31.0,22.49,22.05,14,Low Performer
338.0,94.83,8.18,32,High Performer
321.0,100.0,18.08,28,High Performer
171.0,43.94,18.21,39,Average Performer
82.0,29.19,30.0,28,Low Performer
284.0,69.25,18.25,41,Average Performer
91.0,57.04,13.27,16,Average Performer
180.0,58.19,17.25,31,Average Performer
90.0,52.9,12.02,17,Average Performer
25.0,24.95,28.9,10,Low Performer
395.0,71.4,6.8,48,High Performer
276.0,69.04,16.12,40,Average Performer
375.0,82.43,13.89,42,High Performer
200.0,74.07,17.04,27,Average Performer
69.0,30.0,19.53,23,Average Performer
456.0,78.08,11.06,49,High Performer
76.0,50.86,17.64,15,Average Performer
0.0,0.0,19.05,26,Low Performer
408.0,96.03,13.06,39,High Performer
79.0,27.31,26.8,29,Low Performer
381.0,82.6,6.3,41,High Performer
206.0,70.92,6.83,27,High Performer
157.0,35.73,18.61,44,Average Performer
270.0,75.0,19.05,36,Average Performer
80.0,39.77,18.1,20,Average Performer
262.0,59.54,19.02,44,Average Performer
343.0,98.67,12.78,30,High Performer
240.0,82.74,14.33,20,High Performer
183.0,55.44,16.56,33,Average Performer
294.0,100.0,8.97,25,High Performer
130.0,38.12,20.74,34,Average Performer
467.0,86.87,13.36,46,High Performer
129.0,35.95,22.07,36,Average Performer
81.0,42.72,19.55,19,Average Performer
69.0,36.12,19.06,19,Average Performer
173.0,63.92,17.26,27,Average Performer
222.0,54.08,23.25,41,Average Performer
358.0,70.86,15.28,42,High Performer
402.0,87.03,15.45,43,High Performer
19.0,37.25,24.08,5,Low Performer
165.0,75.0,19.45,22,Average Performer
514.0,100.0,12.49,47,High Performer
355.0,79.0,11.85,40,High Performer
204.0,82.79,12.1,20,High Performer
174.0,64.44,15.63,27,Average Performer
327.0,72.76,10.81,35,High Performer
135.0,45.03,21.9,30,Average Performer
542.0,100.0,16.94,48,High Performer
342.0,87.83,17.89,33,High Performer
214.0,78.18,17.77,21,High Performer
75.0,30.0,24.8,25,Average Performer
116.0,50.45,12.77,23,Average Performer
412.0,87.48,7.12,41,High Performer
245.0,66.32,21.32,37,Average Performer
64.0,39.94,14.4,16,Average Performer
238.0,82.75,9.84,23,High Performer
453.0,91.35,16.98,45,High Performer
336.0,70.92,8.66,42,High Performer
246.0,57.27,13.23,43,Average Performer
140.0,56.02,17.82,25,Average Performer
377.0,75.6,11.88,39,High Performer
248.0,75.0,26.21,33,Average Performer
80.0,41.85,21.62,19,Average Performer
135.0,43.47,19.23,31,Average Performer
244.0,76.73,13.04,24,High Performer
190.0,52.77,24.81,36,Average Performer
24.0,29.64,24.51,8,Low Performer
143.0,43.44,21.51,33,Average Performer
114.0,32.49,10.0,35,Average Performer
40.0,24.99,22.25,16,Low Performer
148.0,56.79,13.63,26,Average Performer
403.0,77.3,7.4,47,High Performer
183.0,45.73,13.45,40,Average Performer
366.0,88.57,12.85,38,High Performer
102.0,30.0,15.97,34,Average Performer
205.0,60.27,18.5,34,Average Performer
258.0,93.3,10.19,23,High Performer
194.0,55.29,14.54,35,Average Performer
147.0,50.63,15.05,29,Average Performer
150.0,75.0,30.0,20,Average Performer
44.0,24.44,29.43,18,Low Performer
66.0,44.14,22.7,15,Average Performer
79.0,46.36,27.26,17,Average Performer
495.0,98.69,8.32,45,High Performer
262.0,75.0,22.24,35,Average Performer
297.0,79.5,8.53,34,High Performer
101.0,32.66,18.62,31,Average Performer
12.0,4.43,30.0,26,Low Performer
423.0,80.12,10.1,47,High Performer
81.0,38.52,23.26,21,Low Performer
291.0,72.76,18.24,40,Average Performer
46.0,46.31,30.0,10,Low Performer
145.0,53.58,14.37,27,Average Performer
82.0,29.24,22.67,28,Low Performer
297.0,74.97,9.32,32,High Performer
408.0,88.2,11.46,38,High Performer
187.0,50.54,19.4,37,Average Performer
165.0,75.0,14.42,22,Average Performer
197.0,48.15,10.0,41,Average Performer
79.0,39.5,23.96,20,Low Performer
212.0,64.26,15.19,33,Average Performer
133.0,57.63,22.68,23,Average Performer
191.0,73.34,19.87,26,Average Performer
121.0,60.57,22.06,20,Average Performer
67.0,30.47,16.72,22,Average Performer
235.0,54.6,19.97,43,Average Performer
153.0,56.52,17.11,27,Average Performer
154.0,39.59,21.3,39,Average Performer
132.0,54.89,18.23,24,Average Performer
187.0,74.74,10.0,25,Average Performer
314.0,71.69,10.59,38,High Performer
255.0,75.0,14.76,34,Average Performer
81.0,36.83,18.2,22,Low Performer
20.0,28.13,30.0,7,Low Performer
218.0,54.62,25.11,40,Average Performer
214.0,53.44,13.26,40,Average Performer
55.0,50.0,18.63,11,Low Performer
257.0,73.45,22.44,35,Average Performer
159.0,60.0,9.64,22,High Performer
12.0,15.38,23.4,8,Low Performer
112.0,33.84,10.4,33,Average Performer
281.0,68.58,24.12,41,Average Performer
66.0,36.77,17.09,18,Low Performer
163.0,49.29,11.14,33,Average Performer
74.0,49.6,30.0,15,Low Performer
51.0,31.59,17.17,16,Average Performer
386.0,72.72,15.77,49,High Performer
292.0,75.0,10.63,39,Average Performer
488.0,93.41,8.86,44,High Performer
351.0,95.53,14.09,31,High Performer
125.0,31.31,18.36,40,Average Performer
202.0,63.05,16.29,32,Average Performer
77.0,51.48,10.8,15,Average Performer
494.0,87.09,14.05,49,High Performer
372.0,90.04,9.38,36,High Performer
405.0,100.0,8.33,37,High Performer
93.0,42.39,25.74,22,Low Performer
382.0,98.64,17.32,33,High Performer
380.0,97.13,10.04,34,High Performer
58.0,36.45,10.0,16,Average Performer
295.0,65.4,9.87,34,High Performer
230.0,80.54,13.22,20,High Performer
60.0,30.0,11.65,20,Average Performer
420.0,84.52,8.93,41,High Performer
133.0,42.97,16.07,31,Average Performer
15.0,24.99,29.23,6,Low Performer
290.0,100.0,12.39,24,High Performer
85.0,52.98,17.73,16,Average Performer
159.0,37.77,21.5,42,Average Performer
356.0,86.97,5.0,36,High Performer
337.0,70.82,11.51,42,High Performer
75.0,30.0,18.69,25,Average Performer
393.0,77.46,14.19,48,High Performer
222.0,60.0,9.95,30,High Performer
195.0,63.0,10.9,31,Average Performer
60.0,40.05,18.62,15,Average Performer
34.0,13.79,27.7,25,Low Performer
55.0,20.25,26.13,27,Low Performer
114.0,56.89,17.64,20,Average Performer
65.0,50.0,23.2,13,Low Performer
36.0,44.53,25.0,8,Low Performer
145.0,42.77,15.34,34,Average Performer
263.0,88.89,14.38,26,High Performer
440.0,91.78,5.0,44,High Performer
278.0,64.73,13.52,43,Average Performer
408.0,96.44,10.2,37,High Performer
28.0,35.45,29.25,8,Low Performer
69.0,40.72,12.1,17,Average Performer
135.0,75.0,14.56,18,Average Performer
539.0,95.67,6.01,47,High Performer
108.0,47.12,20.7,23,Average Performer
209.0,86.78,5.1,20,High Performer
444.0,91.57,16.56,44,High Performer
464.0,91.48,8.73,45,High Performer
96.0,47.76,20.25,20,Average Performer
182.0,46.69,19.48,39,Average Performer
175.0,64.63,14.63,27,Average Performer
313.0,79.69,10.43,35,High Performer
163.0,62.6,23.26,26,Average Performer
57.0,35.55,17.1,16,Average Performer
129.0,58.67,10.29,22,Average Performer
193.0,66.4,17.9,29,Average Performer
88.0,49.0,15.38,18,Average Performer
82.0,45.33,23.8,18,Average Performer
344.0,84.61,10.77,41,High Performer
5.0,2.26,25.4,24,Low Performer
92.0,36.67,19.09,25,Average Performer
144.0,68.62,17.48,21,Average Performer
223.0,52.99,11.99,42,Average Performer
21.0,42.59,20.25,5,Low Performer
367.0,91.12,8.69,34,High Performer
215.0,55.06,20.63,39,Average Performer
265.0,63.13,12.48,42,Average Performer
206.0,58.81,16.0,35,Average Performer
164.0,40.92,22.32,40,Average Performer
78.0,51.76,15.14,15,Average Performer
47.0,20.55,23.9,23,Low Performer
72.0,47.74,21.77,15,Low Performer
444.0,80.54,11.98,47,High Performer
16.0,32.29,30.0,5,Low Performer
131.0,48.67,11.24,27,Average Performer
172.0,71.84,26.62,24,Average Performer
293.0,77.47,13.53,30,High Performer
123.0,37.17,23.66,33,Average Performer
25.0,42.26,30.0,6,Low Performer
378.0,91.82,12.13,37,High Performer
66.0,30.0,22.07,22,Average Performer
120.0,30.0,14.7,40,Average Performer
244.0,65.87,17.02,37,Average Performer
279.0,79.38,10.05,30,High Performer
103.0,38.22,22.11,27,Average Performer
90.0,50.0,21.79,18,Low Performer
120.0,75.0,20.76,16,Average Performer
120.0,34.39,19.59,35,Average Performer
306.0,89.3,9.5,27,High Performer
213.0,80.37,7.43,21,High Performer
139.0,38.7,16.74,36,Average Performer
363.0,65.25,18.82,48,High Performer
84.0,38.11,10.0,22,Average Performer
216.0,76.49,7.77,26,High Performer
421.0,87.22,14.43,43,High Performer
0.0,0.0,29.93,24,Low Performer
134.0,51.5,14.5,26,Average Performer
315.0,75.0,19.33,42,Average Performer
188.0,50.72,19.15,37,Average Performer
59.0,37.08,30.0,16,Low Performer
57.0,19.82,30.0,29,Low Performer
116.0,41.49,21.06,28,Average Performer
199.0,53.68,25.73,37,Average Performer
310.0,92.09,7.05,27,High Performer
270.0,75.0,21.06,36,Average Performer
110.0,40.68,20.17,27,Average Performer
427.0,83.85,14.24,41,High Performer
279.0,66.38,24.73,42,Average Performer
0.0,0.0,27.3,21,Low Performer
126.0,30.0,13.88,42,Average Performer
400.0,69.43,8.17,48,High Performer
252.0,64.61,13.99,29,High Performer
328.0,79.11,11.36,35,High Performer
30.0,50.0,30.0,6,Low Performer
360.0,92.82,13.71,34,High Performer
70.0,46.43,27.93,15,Low Performer
189.0,70.18,12.98,27,Average Performer
62.0,34.23,24.37,18,Low Performer
390.0,100.0,6.53,35,High Performer
108.0,54.02,18.5,20,Average Performer
176.0,44.09,22.38,40,Average Performer
117.0,36.62,16.2,32,Average Performer
0.0,0.0,20.37,26,Low Performer
226.0,79.36,11.17,24,High Performer
277.0,64.34,15.68,43,Average Performer
59.0,39.53,20.2,15,Low Performer
100.0,33.21,16.86,30,Average Performer
274.0,72.52,8.63,28,High Performer
114.0,49.68,18.23,23,Average Performer
267.0,90.39,15.58,25,High Performer
58.0,38.9,20.88,15,Average Performer
48.0,30.0,18.39,16,Average Performer
210.0,70.64,18.78,21,High Performer
369.0,88.26,13.7,34,High Performer
366.0,77.45,6.68,38,High Performer
252.0,73.0,8.29,24,High Performer
419.0,81.9,9.12,46,High Performer
379.0,90.77,16.5,34,High Performer
263.0,71.08,10.0,37,Average Performer
429.0,89.57,12.96,42,High Performer
84.0,42.02,23.56,20,Average Performer
413.0,86.97,13.99,41,High Performer
40.0,36.72,25.61,11,Low Performer
258.0,59.97,10.0,43,Average Performer
9.0,18.76,24.21,5,Low Performer
101.0,63.02,11.28,16,Average Performer
257.0,82.1,5.0,28,High Performer
0.0,0.0,28.38,8,Low Performer
115.0,63.8,22.55,18,Average Performer
221.0,76.42,5.0,26,High Performer
385.0,72.39,5.0,47,High Performer
211.0,52.86,16.73,40,Average Performer
262.0,77.03,16.48,28,High Performer
165.0,75.0,21.22,22,Average Performer
450.0,100.0,10.37,41,High Performer
459.0,82.82,10.07,47,High Performer
257.0,67.69,14.21,38,Average Performer
198.0,58.31,14.64,34,Average Performer
248.0,89.22,13.85,25,High Performer
215.0,85.21,5.48,24,High Performer
10.0,4.06,22.57,25,Low Performer
223.0,79.38,11.51,20,High Performer
